,start,end,nsnps,nsamplecov,tree
10,200000,300000,25.0,37.0,"(reference:0.00434136,(CH:0.00593533,(HE:1e-06,NI:0.0019764)100:0.0143201)100:1e-06,(AR:1e-06,((FLCK18:1e-06,MXGT4:1e-06)100:0.00298046,(DO:0.00202905,(EN:1e-06,((CUMM5:1e-06,HNDA09:1e-06)100:0.00341063,(DU:0.00203133,((TXMD3:1e-06,(MXED8:1e-06,(MXSA3017:1e-06,CRL0030:0.000901795)100:1e-06)100:1e-06)100:0.00088643,(FLCK216:1e-06,(FLWO6:1e-06,(BJVL19:1e-06,(FLSA185:1e-06,(LALC2:1e-06,(TXWV2:1e-06,(BZBB1:1e-06,(FLSF33:1e-06,((BJSL25:1e-06,TXGR3:1e-06)100:1e-06,(CUCA4:0.00295066,(BJSB3:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,(FLAB109:1e-06,(SCCU3:1e-06,(FLBA140:0.00232309,(FLMO62:1e-06,(CUSV6:1e-06,(FLSF47:1e-06,FLSF54:0.00179473)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00232734)100:1e-06)100:1e-06)100:1e-06)100:4.07563e-05)100:0.00299977)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00150224)100:1e-06)100:1e-06)100:0.00301108)100:0.00507605)100:0.0021936)100:1e-06)100:1e-06)100:1e-06)100:0.00366706)100:0.00064312);"
11,220000,320000,43.0,37.0,"(reference:0.00430964,(NI:0.00154366,HE:1e-06)100:0.0160956,(CH:0.00500355,((AR:1e-06,(DO:0.00398723,(EN:1e-06,(DU:0.00399126,(MXGT4:1e-06,FLCK18:1e-06)100:0.00241612)100:1e-06)100:1e-06)100:0.00119884)100:7.26631e-05,(((BZBB1:1e-06,MXSA3017:1e-06)100:0.00126504,(CRL0001:1e-06,(CUVN10:1e-06,(FLAB109:1e-06,(FLSF54:0.00159446,(FLSF47:1e-06,(FLSF33:1e-06,(SCCU3:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:0.00222357)100:0.00223589)100:1e-06)100:1e-06)100:0.00437281)100:1e-06,(MXED8:1e-06,(TXMD3:1e-06,(((CUMM5:1e-06,HNDA09:1e-06)100:0.00472914,(CRL0030:1e-06,CUSV6:1e-06)100:1e-06)100:0.00208174,(FLWO6:1e-06,((CUCA4:1e-06,FLCK216:1e-06)100:0.00329112,(LALC2:1e-06,(BJVL19:1e-06,(FLMO62:1e-06,(TXWV2:1e-06,(FLSA185:1e-06,(BJSB3:1e-06,(TXGR3:1e-06,BJSL25:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00157729)100:1e-06)100:1e-06)100:1e-06)100:0.00245406)100:1e-06)100:1e-06)100:0.0031216)100:0.00253692)100:0.00509391)100:1e-06);"
12,240000,340000,72.0,37.0,"(CH:0.00461313,reference:0.0030122,((NI:0.000884001,HE:1e-06)100:0.0160092,((DU:0.00208276,(DO:0.00297151,(EN:0.00145175,AR:1e-06)100:0.00212848)100:0.000930699)100:0.00148706,((MXSA3017:1e-06,BZBB1:1e-06)100:0.000724917,((CRL0001:0.000669787,(FLAB109:1e-06,(FLMO62:1e-06,((TXWV2:1e-06,FLSF54:0.000774293)100:1.7793e-05,(FLSF47:1e-06,(SCCU3:0.00516054,FLBA140:1e-06)100:0.0012722)100:1e-06)100:3.50922e-05)100:0.00106382)100:0.00152232)100:0.00145613,((BJSB3:1e-06,(BJVL19:1e-06,(TXGR3:0.000943286,BJSL25:1e-06)100:0.000749412)100:0.000595444)100:0.00013325,(TXMD3:1e-06,(MXED8:1e-06,(FLSA185:1e-06,(LALC2:1e-06,(CUVN10:1e-06,(FLSF33:0.00096843,(FLWO6:0.000815856,((FLCK216:0.00236013,(CUSV6:1e-06,CRL0030:1e-06)100:0.00236555)100:0.00231694,(CUCA4:0.0013052,((CUMM5:1e-06,HNDA09:1e-06)100:0.00175829,(MXGT4:1e-06,FLCK18:0.00105514)100:0.000970717)100:0.00129883)100:0.00127005)100:0.000667165)100:0.00137586)100:1e-06)100:4.42166e-05)100:1e-06)100:0.000252578)100:0.00105878)100:1e-06)100:0.00191855)100:0.000925567)100:0.00304966)100:0.00241296)100:1e-06);"
13,260000,360000,71.0,37.0,"(CH:0.00407574,reference:0.00424328,((HE:1e-06,NI:1e-06)100:0.0159961,((BZBB1:1e-06,MXSA3017:1e-06)100:0.000726579,((CRL0001:0.00066745,(FLSF47:1e-06,((DO:0.00221699,(AR:1e-06,EN:0.00154599)100:0.00268773)100:0.000965294,(DU:0.0007047,(FLBA140:0.00103685,(SCCU3:0.00712925,(TXWV2:1e-06,FLSF54:0.000771493)100:1.97469e-05)100:1e-06)100:0.00128529)100:0.000802969)100:0.000896111)100:0.000751386)100:0.000678831,((CUMM5:1e-06,(BJSB3:1e-06,(BJVL19:1e-06,(BJSL25:1e-06,TXGR3:0.000947026)100:0.000747944)100:1e-06)100:1e-06)100:0.00145575,(TXMD3:1e-06,(MXED8:1e-06,(LALC2:1e-06,(CUVN10:1e-06,(FLMO62:1e-06,(FLSA185:1e-06,(MXGT4:1e-06,((FLWO6:0.000812314,(CUCA4:1e-06,(FLSF33:1e-06,FLCK18:1e-06)100:0.000820964)100:0.00163442)100:1e-06,(FLAB109:0.000713362,(HNDA09:1e-06,(CRL0030:0.00242651,(CUSV6:1e-06,FLCK216:0.00192823)100:0.00010213)100:1e-06)100:0.00130819)100:0.00215974)100:1e-06)100:1e-06)100:0.00126204)100:1e-06)100:0.00122023)100:5.86476e-05)100:1e-06)100:1e-06)100:0.00336531)100:0.000649856)100:0.00307969)100:1e-06);"
14,280000,380000,61.0,36.0,"(reference:0.0045677,(NI:1e-06,HE:1e-06)100:0.0169357,(CH:0.00383819,((DO:0.00423274,DU:0.000961002)100:0.0011435,((AR:1e-06,EN:0.00207165)100:0.00347022,((FLBA140:1e-06,(FLSF54:1e-06,(TXWV2:1e-06,(SCCU3:0.0125945,(CRL0001:1e-06,(BZBB1:1e-06,MXSA3017:1e-06)100:1e-06)100:5.90618e-05)100:1e-06)100:0.000951106)100:0.000353034)100:0.00114467,((BJSB3:1e-06,(BJSL25:1e-06,(BJVL19:1e-06,TXGR3:1e-06)100:0.00226044)100:1e-06)100:0.00110491,(LALC2:1e-06,((MXED8:0.000937984,TXMD3:0.00104591)100:5.04315e-06,(MXGT4:1e-06,(CUVN10:1e-06,(FLMO62:1e-06,((CUCA4:1e-06,(FLSF33:1e-06,FLCK18:1e-06)100:0.00105328)100:0.00211192,(FLWO6:0.00115012,(FLSF47:1e-06,(FLAB109:1e-06,(CRL0030:0.00111757,(HNDA09:1e-06,(CUSV6:1e-06,(FLSA185:1e-06,FLCK216:1e-06)100:0.00373737)100:1e-06)100:1e-06)100:0.00240885)100:0.00328827)100:0.000305862)100:1e-06)100:0.00220157)100:1e-06)100:1e-06)100:0.00127133)100:1e-06)100:0.00128568)100:0.0038237)100:1e-06)100:0.00143464)100:0.00338285)100:1e-06);"
15,300000,400000,83.0,36.0,"(reference:0.00375626,(CH:0.0045024,(NI:1e-06,HE:1e-06)100:0.0151452)100:0.00106694,((AR:1e-06,EN:0.0016644)100:0.00292954,((DO:0.00314709,DU:0.000640075)100:0.00229447,((FLBA140:1e-06,(FLSF54:1e-06,(SCCU3:0.01283,TXWV2:1e-06)100:1e-06)100:1e-06)100:0.000587837,((CRL0001:1e-06,(MXSA3017:0.000897507,BZBB1:1e-06)100:1e-06)100:0.00228611,((BJSB3:1e-06,(BJSL25:1e-06,(FLSF47:1e-06,(BJVL19:1e-06,TXGR3:1e-06)100:0.00123869)100:0.00222356)100:1e-06)100:0.00132866,(TXMD3:0.000729025,((FLMO62:1e-06,(CUVN10:1e-06,(CUCA4:1e-06,(LALC2:1e-06,(FLSA185:1e-06,(FLCK18:1e-06,FLSF33:1e-06)100:1e-06)100:1e-06)100:0.00119922)100:0.00487078)100:1e-06)100:1e-06,(MXGT4:1e-06,(MXED8:0.00274873,(FLWO6:0.000845324,(FLAB109:1e-06,(CRL0030:0.00145649,(FLCK216:0.00198849,(CUSV6:1e-06,HNDA09:1e-06)100:1e-06)100:0.00522452)100:1e-06)100:0.00243026)100:1e-06)100:0.000947263)100:1e-06)100:0.00113085)100:0.00113015)100:0.0024436)100:0.00147722)100:0.00243599)100:0.000942167)100:0.00195399);"
16,320000,420000,85.0,36.0,"(reference:0.00326587,(CH:0.00423853,((NI:1e-06,HE:1e-06)100:0.0122739,(DU:1e-06,DO:0.00218077)100:0.00346336)100:0.000989624)100:0.00053313,((AR:0.00101585,EN:0.00159277)100:0.0038359,((LALC2:1e-06,((FLSA185:1e-06,FLWO6:1e-06)100:0.00110584,(CUCA4:1e-06,(FLSF33:1e-06,FLCK18:1e-06)100:0.000527259)100:1e-06)100:0.00255571)100:1e-06,(MXED8:0.0022136,(MXGT4:1e-06,((TXMD3:0.00060382,(BJSB3:1e-06,(BJSL25:1e-06,(TXGR3:0.00117592,BJVL19:1e-06)100:0.00122709)100:1e-06)100:0.00278098)100:0.000898317,(CUVN10:1e-06,(FLMO62:1e-06,((CRL0030:0.00173353,((FLSF47:1e-06,SCCU3:0.00547531)100:0.00248428,(TXWV2:1e-06,(BZBB1:1e-06,CRL0001:1e-06)100:2.5364e-05)100:0.00201446)100:1e-06)100:1e-06,(FLAB109:1e-06,(FLSF54:1e-06,(FLBA140:1e-06,(HNDA09:0.000673159,(MXSA3017:1e-06,(CUSV6:1e-06,FLCK216:0.00077965)100:1e-06)100:1e-06)100:0.00292547)100:0.00252739)100:1e-06)100:1e-06)100:0.00141833)100:3.9285e-05)100:0.000484146)100:1e-06)100:1e-06)100:0.0018945)100:0.00632441)100:0.00116249);"
17,340000,440000,69.0,36.0,"(reference:0.00516007,((DO:0.00119771,DU:1e-06)100:0.0058257,(CH:0.00258534,(NI:1e-06,HE:1e-06)100:0.0110375)100:0.00249309)100:0.000778093,((EN:1e-06,AR:0.00133224)100:0.00367863,((MXGT4:1e-06,(BJSL25:1e-06,(BJSB3:1e-06,(SCCU3:1e-06,BJVL19:1e-06)100:1e-06)100:0.00113148)100:0.00405864)100:0.00163113,(CRL0030:0.00133171,(TXGR3:0.00169936,(((FLSA185:1e-06,FLSF47:1e-06)100:0.00422531,(FLMO62:1e-06,(TXWV2:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(BZBB1:1e-06,TXMD3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00164669)100:1e-06,(FLSF33:1e-06,(FLAB109:1e-06,(FLSF54:1e-06,((FLCK216:1e-06,(HNDA09:0.000705565,(MXSA3017:1e-06,CUSV6:1e-06)100:1e-06)100:1e-06)100:0.00396342,(FLBA140:1e-06,(LALC2:1e-06,(FLCK18:1e-06,(CUCA4:1e-06,(FLWO6:1e-06,MXED8:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00398313)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00129636)100:0.00150549)100:1e-06)100:0.00198374)100:0.0106991)100:0.00127694);"
18,360000,460000,67.0,36.0,"(reference:0.00656681,(AR:0.00125139,EN:1e-06)100:0.00499978,((DO:0.00152929,DU:1e-06)100:0.00878875,((CH:1e-06,(HE:1e-06,NI:1e-06)100:0.00797293)100:0.00439037,((MXGT4:1e-06,(BJSL25:1e-06,(BJVL19:0.00102498,BJSB3:1e-06)100:2.35652e-05)100:0.00398391)100:0.00239699,(CRL0030:0.000760848,(((FLSF47:1e-06,FLSA185:1e-06)100:0.00479481,(TXWV2:1e-06,(CUVN10:1e-06,(CRL0001:1e-06,(TXMD3:1e-06,BZBB1:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00184767)100:1e-06,(SCCU3:1e-06,(FLSF33:1e-06,(FLMO62:1e-06,(FLAB109:1e-06,(FLSF54:1e-06,((FLBA140:1e-06,(FLCK216:1e-06,(HNDA09:0.000815338,(CUSV6:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:0.00454098)100:1e-06,(TXGR3:0.000908365,(FLWO6:1e-06,(CUCA4:1e-06,(FLCK18:1e-06,(LALC2:1e-06,MXED8:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00247317)100:0.00197521)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00137005)100:0.00445274)100:1e-06)100:0.0140066)100:0.00151883)100:1e-06);"
19,380000,480000,67.0,36.0,"(reference:0.00612595,((DU:1e-06,DO:0.00151471)100:0.0101041,(CH:1e-06,(HE:1e-06,NI:1e-06)100:0.00809559)100:0.00510834)100:0.000876192,((AR:0.00128973,EN:1e-06)100:0.00389426,((CRL0030:0.000690584,(MXGT4:1e-06,(BJSB3:1e-06,(BJSL25:1e-06,BJVL19:1e-06)100:1e-06)100:0.00429871)100:0.0021918)100:0.0022587,(FLSA185:1e-06,((TXGR3:0.000897737,(FLWO6:1e-06,(LALC2:1e-06,(FLCK18:1e-06,(CUCA4:1e-06,MXED8:0.000281565)100:1e-06)100:1e-06)100:1e-06)100:0.00344218)100:1e-06,(FLSF54:1e-06,((FLBA140:1e-06,(FLCK216:1e-06,(HNDA09:0.000747606,(MXSA3017:1e-06,CUSV6:1e-06)100:1e-06)100:1e-06)100:0.00418659)100:1e-06,(FLAB109:1e-06,(FLSF33:1e-06,(SCCU3:1e-06,(FLMO62:1e-06,(TXWV2:1e-06,((FLSF47:0.00218886,TXMD3:1e-06)100:2.91638e-05,(CUVN10:1e-06,(BZBB1:1e-06,CRL0001:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00259258)100:1e-06)100:1e-06)100:0.00089012)100:0.0028428)100:1e-06)100:0.0117512)100:0.00220743);"
20,400000,500000,45.0,36.0,"(reference:0.0070897,(CH:0.00172805,(DU:1e-06,DO:0.00298189)100:0.0112185)100:0.00255942,((HE:1e-06,NI:1e-06)100:0.00713111,((EN:1e-06,AR:0.00258924)100:0.00781768,(FLSA185:1e-06,((MXGT4:1e-06,(BJSB3:1e-06,(BJVL19:1e-06,BJSL25:1e-06)100:1e-06)100:1e-06)100:0.00845367,(MXED8:1e-06,(CRL0030:1e-06,(FLWO6:1e-06,(CUCA4:1e-06,(TXGR3:0.00127851,(CUSV6:0.00232258,(FLAB109:1e-06,(FLBA140:1e-06,(TXMD3:1e-06,(TXWV2:1e-06,(FLCK216:1e-06,(FLSF33:1e-06,(MXSA3017:1e-06,(FLSF47:1e-06,(BZBB1:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,(FLSF54:1e-06,(FLMO62:1e-06,(SCCU3:1e-06,(LALC2:0.00010243,(FLCK18:1e-06,HNDA09:3.48067e-05)100:0.00113561)100:1e-06)100:6.00606e-06)100:7.32218e-05)100:1e-06)100:0.000866)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00134894)100:1e-06)100:1e-06)100:0.00120514)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00457236)100:0.00242413)100:0.00770724)100:0.00419123)100:0.00328272);"
21,420000,520000,25.0,30.0,"(CH:0.0069595,reference:0.0124233,(DU:0.0309791,(FLSA185:1e-06,(HE:1e-06,((MXGT4:1e-06,(BJSL25:1e-06,(BJVL19:1e-06,BJSB3:1e-06)100:1e-06)100:1e-06)100:0.0127053,(FLCK18:1e-06,(TXWV2:1e-06,(TXGR3:1e-06,(CRL0001:1e-06,(FLBA140:1e-06,(HNDA09:1e-06,(FLSF33:1e-06,(FLSF47:1e-06,(BZBB1:1e-06,(MXSA3017:1e-06,(CUVN10:1e-06,(FLSF54:1e-06,(FLWO6:1e-06,(CUCA4:1e-06,(FLCK216:1e-06,(CUSV6:1e-06,(FLMO62:1e-06,(FLAB109:1e-06,(CRL0030:1e-06,(TXMD3:1e-06,LALC2:0.00227643)100:2.2154e-05)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00732672)100:0.0116606)100:0.0132937)100:0.00458814)100:0.00253888)100:1e-06);"
22,440000,540000,28.0,35.0,"(DU:0.016013,reference:0.00686922,((CRL0030:1e-06,(FLCK216:1e-06,((HE:1e-06,(CH:0.00838063,NI:0.0529854)100:0.00318395)100:1e-06,(LALC2:1e-06,(CRL0001:1e-06,(BZBB1:1e-06,CUVN10:0.00286352)100:1.86828e-05)100:0.00577504)100:1e-06)100:1e-06)100:1e-06)100:0.00151459,((FLSF47:1e-06,(FLMO62:1e-06,(FLSF54:1e-06,FLWO6:1e-06)100:1e-06)100:1e-06)100:0.00163366,(FLAB109:1e-06,(BJSL25:0.00175295,(FLSA185:1e-06,(AR:1e-06,(FLSF33:1e-06,((EN:1e-06,DO:0.00194601)100:1e-06,((HNDA09:1e-06,(MXSA3017:1e-06,(CUSV6:1e-06,(MXED8:1e-06,MXGT4:0.00387417)100:1e-06)100:1e-06)100:0.00323872)100:1e-06,(FLCK18:0.00160038,(SCCU3:1e-06,(BJSB3:1e-06,(BJVL19:1e-06,(TXWV2:1e-06,(TXMD3:1e-06,(TXGR3:1e-06,FLBA140:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00569249)100:0.000522445)100:0.00611544)100:1e-06)100:1e-06)100:1e-06)100:0.00225136)100:1e-06)100:1e-06)100:1e-06)100:0.00884246);"
23,460000,560000,21.0,35.0,"(DU:0.00889074,reference:0.00260422,((FLSF54:1e-06,FLWO6:1e-06)100:0.00161494,(FLAB109:1e-06,((FLSF47:1e-06,(FLCK216:1e-06,(HE:1e-06,(BJSL25:0.00334144,(CH:0.0122949,(LALC2:1e-06,(CRL0001:1e-06,(BZBB1:1e-06,CUVN10:0.0028311)100:1e-06)100:0.0057018)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:7.2281e-06)100:0.00142716,(FLMO62:1e-06,(EN:1e-06,(FLSA185:1e-06,(FLSF33:1e-06,(AR:1e-06,(DO:0.00193424,(CRL0030:1e-06,((HNDA09:1e-06,(MXSA3017:1e-06,(CUSV6:1e-06,(MXGT4:0.0038167,MXED8:1e-06)100:1e-06)100:1e-06)100:0.00319138)100:1e-06,((NI:0.0656984,FLCK18:1e-06)100:0.00155926,(FLBA140:1e-06,(SCCU3:1e-06,(BJSB3:1e-06,(BJVL19:1e-06,(TXWV2:1e-06,(TXMD3:1e-06,TXGR3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00511328)100:1e-06)100:1e-06)100:0.00429248)100:0.000349562)100:1e-06)100:1e-06)100:1e-06)100:0.00175552)100:3.54111e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00817256);"
24,480000,580000,23.0,35.0,"(FLAB109:1e-06,reference:1e-06,((CRL0030:1e-06,(FLSF33:0.00141646,(AR:1e-06,(DO:0.00199951,(EN:1e-06,(HE:1e-06,(FLSA185:1e-06,(FLCK216:1e-06,(DU:1e-06,((FLSF47:1e-06,(FLSF54:1e-06,FLWO6:1e-06)100:0.0016992)100:1e-06,(BJSL25:0.00197275,(LALC2:1e-06,(CUVN10:0.0040296,CRL0001:1e-06)100:0.00711005)100:0.00248155)100:1e-06)100:1e-06)100:1e-06)100:0.00146822)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00144625)100:0.00898922)100:1e-06,((HNDA09:1e-06,(MXSA3017:1e-06,(CUSV6:1e-06,(MXGT4:0.00390046,MXED8:1e-06)100:1e-06)100:1e-06)100:0.00390792)100:1e-06,((FLCK18:1e-06,NI:0.0681921)100:0.00186421,(CH:0.0128442,(FLBA140:1e-06,(BZBB1:1e-06,(SCCU3:1e-06,(BJVL19:1e-06,(BJSB3:1e-06,(TXMD3:1e-06,(TXGR3:1e-06,(FLMO62:1e-06,TXWV2:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00113057)100:0.0015507)100:1e-06)100:0.00265867)100:1e-06)100:0.00648534)100:0.00879455);"
25,500000,600000,23.0,35.0,"(FLAB109:1e-06,reference:1e-06,((CRL0030:1e-06,(FLSF33:0.00141646,(AR:1e-06,(DO:0.00199951,(EN:1e-06,(HE:1e-06,(FLSA185:1e-06,(FLCK216:1e-06,(DU:1e-06,((FLSF47:1e-06,(FLSF54:1e-06,FLWO6:1e-06)100:0.0016992)100:1e-06,(BJSL25:0.00197275,(LALC2:1e-06,(CUVN10:0.0040296,CRL0001:1e-06)100:0.00711005)100:0.00248155)100:1e-06)100:1e-06)100:1e-06)100:0.00146822)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00144625)100:0.00898922)100:1e-06,((HNDA09:1e-06,(MXSA3017:1e-06,(CUSV6:1e-06,(MXGT4:0.00390046,MXED8:1e-06)100:1e-06)100:1e-06)100:0.00390792)100:1e-06,((FLCK18:1e-06,NI:0.0681921)100:0.00186421,(CH:0.0128442,(FLBA140:1e-06,(BZBB1:1e-06,(SCCU3:1e-06,(BJVL19:1e-06,(BJSB3:1e-06,(TXMD3:1e-06,(TXGR3:1e-06,(FLMO62:1e-06,TXWV2:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00113057)100:0.0015507)100:1e-06)100:0.00265867)100:1e-06)100:0.00648534)100:0.00879455);"
26,520000,620000,35.0,36.0,"(FLAB109:1e-06,reference:1e-06,((FLBA140:0.00492574,((TXGR3:1e-06,FLMO62:1e-06)100:0.00519047,(HNDA09:1e-06,(FLCK18:0.00141293,(MXSA3017:1e-06,(CUSV6:1e-06,(MXGT4:0.00228223,MXED8:1e-06)100:1e-06)100:1e-06)100:0.00328716)100:1e-06)100:1e-06)100:1e-06)100:0.00224109,(FLSF33:0.000968234,(AR:1e-06,(((FLCK216:1e-06,FLSA185:1e-06)100:0.00166782,(DO:1e-06,(DU:1e-06,(NI:0.0110091,HE:1e-06)100:0.0118608)100:1e-06)100:0.00276685)100:1e-06,(EN:1e-06,(CRL0030:1e-06,((FLSF54:1e-06,FLWO6:1e-06)100:0.00100255,(FLSF47:1e-06,(CUCA4:1e-06,(LALC2:1e-06,(CH:0.0127099,((CRL0001:1e-06,CUVN10:0.00235162)100:0.00308853,(BZBB1:1e-06,(BJVL19:1e-06,(TXWV2:1e-06,(TXMD3:1e-06,(BJSB3:1e-06,(SCCU3:1e-06,BJSL25:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00157228)100:0.00235444)100:1e-06)100:1e-06)100:0.000773124)100:1.49541e-05)100:1e-06)100:0.00068028)100:1.1182e-06)100:6.41816e-06)100:1e-06)100:0.000881441)100:0.0054647)100:0.0162228);"
27,540000,640000,20.0,32.0,"(FLBA140:0.00936701,reference:0.0209898,((TXGR3:1e-06,(BJSL25:1e-06,(MXSA3017:1e-06,(FLMO62:1e-06,CUSV6:1e-06)100:1e-06)100:1e-06)100:0.000885184)100:0.00591371,((LALC2:1e-06,FLSF33:0.00193637)100:1.40666e-05,(TXMD3:1e-06,((DU:1e-06,(HE:1e-06,(NI:0.00425637,CH:1e-06)100:1e-06)100:0.00639341)100:0.00281658,(FLSF47:1e-06,(CUCA4:1e-06,(FLCK18:1e-06,(BJSB3:1e-06,(BJVL19:1e-06,(BZBB1:1e-06,(AR:1e-06,(FLSF54:1e-06,(HNDA09:1e-06,(MXGT4:1e-06,(FLWO6:1e-06,(CRL0030:1e-06,(CRL0001:1e-06,(CUVN10:1e-06,(MXED8:1e-06,(SCCU3:1e-06,(FLSA185:1e-06,FLCK216:1e-06)100:0.00301442)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.000423931)100:0.00102418)100:4.98522e-05)100:0.00240491)100:0.00919658)100:1e-06);"
