,start,end,nsnps,nsamplecov,tree
10,200000,300000,128.0,37.0,"(CH:0.00253317,reference:0.00764263,((EN:1e-06,AR:1e-06)100:0.00533284,(DU:0.000549366,(DO:0.00048928,((HE:1e-06,NI:0.000572545)100:0.0164652,(FLAB109:0.00186011,((TXGR3:1e-06,MXED8:0.00283527)100:0.0012258,((BJSB3:1e-06,(MXGT4:0.0010642,(BJSL25:0.000891902,BJVL19:1e-06)100:1e-06)100:0.00233933)100:0.00236021,((FLCK216:1e-06,(HNDA09:0.00127639,FLSA185:0.000785532)100:1e-06)100:0.00302855,((CRL0001:1e-06,(CUVN10:0.000535813,CRL0030:1e-06)100:0.000450855)100:0.000517991,((CUCA4:1e-06,(CUMM5:1e-06,BZBB1:0.000952041)100:1e-06)100:0.000808312,(MXSA3017:0.0012736,((FLWO6:1e-06,TXMD3:0.00124451)100:0.00124147,((FLSF54:1e-06,(FLCK18:0.00101002,CUSV6:1e-06)100:0.000957401)100:0.000884774,(LALC2:0.00215112,(FLSF33:1e-06,((FLBA140:1e-06,TXWV2:1e-06)100:0.000739498,(FLMO62:1e-06,(SCCU3:1e-06,FLSF47:1e-06)100:1e-06)100:0.00111636)100:0.00164284)100:1e-06)100:0.000800183)100:1e-06)100:0.00125268)100:0.000472419)100:0.000476943)100:1e-06)100:0.0009044)100:0.000414198)100:0.00221433)100:0.00371571)100:0.0074772)100:1e-06)100:1e-06)100:0.00127442);"
11,220000,320000,109.0,37.0,"(CH:0.00210709,reference:0.00607166,(DU:0.00109872,(DO:0.000507336,((EN:1e-06,AR:1e-06)100:0.00480578,((NI:0.000746219,HE:1e-06)100:0.0147193,(FLAB109:0.00185695,((((CUSV6:1e-06,FLCK18:0.000522825)100:0.00103521,(SCCU3:0.00089051,FLSF54:1e-06)100:1e-06)100:0.0011679,((FLSF33:1e-06,LALC2:1e-06)100:0.00264919,(FLMO62:1e-06,(FLSF47:1e-06,(TXWV2:1e-06,FLBA140:1e-06)100:0.00102671)100:1e-06)100:0.00196579)100:0.000767208)100:0.00123318,(((BJSB3:1e-06,(FLWO6:1e-06,TXMD3:0.000744043)100:1e-06)100:0.00092474,(BJSL25:0.000480033,(MXGT4:1e-06,BJVL19:1e-06)100:0.000499747)100:0.00411156)100:0.00110514,((MXSA3017:0.000681239,(BZBB1:1e-06,(CUMM5:1e-06,CUCA4:0.000750169)100:2.46592e-05)100:0.00121733)100:1e-06,((CRL0001:1e-06,(CRL0030:1e-06,CUVN10:0.000647666)100:0.000503448)100:0.000498227,((TXGR3:1e-06,MXED8:0.00266855)100:0.00207114,(FLCK216:1e-06,(HNDA09:0.00197332,FLSA185:0.000683533)100:1e-06)100:0.00309604)100:1e-06)100:0.000620723)100:1e-06)100:1e-06)100:0.00182518)100:0.00341293)100:0.00933802)100:0.00091865)100:1e-06)100:1e-06);"
12,240000,340000,113.0,37.0,"(CH:0.00194222,reference:0.00629248,(DU:0.00104631,(DO:0.000498214,((AR:1e-06,EN:1e-06)100:0.00450974,((HE:1e-06,NI:0.000742556)100:0.0138246,(FLAB109:0.00177263,(((MXED8:0.00258617,TXGR3:1e-06)100:0.00204741,((FLCK216:1e-06,(FLSA185:0.000642933,HNDA09:0.00200169)100:1e-06)100:0.00237983,(CRL0001:0.000507315,(MXGT4:1e-06,(BJVL19:1e-06,BJSL25:0.000897998)100:0.00317351)100:1e-06)100:1e-06)100:0.00154282)100:0.000413684,(((TXMD3:0.000493105,(BJSB3:1e-06,FLWO6:1e-06)100:0.000657319)100:0.0011845,(BZBB1:1e-06,(MXSA3017:1e-06,((CUMM5:1e-06,CUCA4:0.000700769)100:2.24312e-05,(CUVN10:0.00122465,CRL0030:1e-06)100:1e-06)100:1e-06)100:0.00144839)100:0.000744634)100:0.000618641,((FLSF54:1e-06,(CUSV6:1e-06,FLCK18:0.000499068)100:0.000988893)100:0.000909564,((FLSF33:1e-06,LALC2:1e-06)100:0.00252523,(TXWV2:1e-06,(FLSF47:1e-06,(FLMO62:1e-06,(FLBA140:1e-06,SCCU3:0.000823512)100:0.000690286)100:1e-06)100:0.00161738)100:0.000711338)100:0.000905697)100:0.00094695)100:0.000451146)100:0.00211901)100:0.00324071)100:0.0082728)100:0.000790383)100:1e-06)100:1e-06);"
13,260000,360000,66.0,37.0,"(reference:0.0016066,(AR:1e-06,EN:1e-06)100:0.00167547,(DO:1e-06,((DU:0.00281472,CH:0.00390686)100:1e-06,((HE:1e-06,NI:0.00174287)100:0.0110625,(((CUSV6:0.00100556,FLCK18:1e-06)100:1e-06,(FLCK216:1e-06,(FLSA185:1e-06,(FLSF33:1e-06,(HNDA09:1e-06,LALC2:1e-06)100:0.00152999)100:0.00154489)100:1e-06)100:0.0037256)100:0.000928406,(CRL0001:1e-06,((MXSA3017:1e-06,(FLSF54:1e-06,((MXED8:0.00177986,TXGR3:1e-06)100:0.00133632,(FLAB109:0.00129157,(TXWV2:1e-06,(FLSF47:1e-06,(FLMO62:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:0.00111661)100:1e-06)100:0.00131165)100:0.00131636)100:1.47427e-05)100:2.98832e-05)100:1e-06)100:0.000567775,((BZBB1:1e-06,(CUMM5:1e-06,(CUCA4:0.00141854,(CRL0030:1e-06,CUVN10:1e-06)100:1e-06)100:0.00213955)100:2.62867e-05)100:0.000981495,((BJSL25:1e-06,(MXGT4:1e-06,BJVL19:1e-06)100:0.00111011)100:1e-06,(TXMD3:0.00171907,(FLWO6:1e-06,BJSB3:1e-06)100:0.00107497)100:1e-06)100:0.00249827)100:1e-06)100:1e-06)100:0.000760367)100:0.00412091)100:0.0153467)100:1e-06)100:0.00260229);"
14,280000,380000,58.0,36.0,"(reference:0.000800503,(AR:1e-06,EN:1e-06)100:0.00166729,(CH:0.00390545,((DO:1e-06,DU:0.00278966)100:1e-06,((NI:0.00155736,HE:1e-06)100:0.0105398,((CUCA4:0.00162753,(CRL0030:1e-06,CUVN10:1e-06)100:1e-06)100:0.00186434,(FLAB109:0.00154775,(MXSA3017:1e-06,(CRL0001:1e-06,(FLSF54:1e-06,((TXGR3:1e-06,(FLSF47:1e-06,(FLMO62:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:0.00130012)100:1e-06)100:0.00317674)100:1e-06,(((FLCK18:1e-06,CUSV6:0.00121262)100:1e-06,(FLCK216:1e-06,(MXGT4:1e-06,(FLSA185:1e-06,(FLSF33:1e-06,(HNDA09:1e-06,LALC2:1e-06)100:0.00196854)100:0.0020197)100:1e-06)100:1e-06)100:0.00470949)100:0.00117791,(BZBB1:1e-06,(BJSL25:1e-06,(TXWV2:1e-06,(BJVL19:0.00134335,(FLWO6:0.00126566,(MXED8:0.00286372,(BJSB3:1e-06,TXMD3:3.69646e-05)100:1e-06)100:1e-06)100:0.000966686)100:0.00211509)100:0.000198396)100:0.000662111)100:1e-06)100:1e-06)100:0.00103392)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0037359)100:0.0107028)100:1e-06)100:0.00242586);"
15,300000,400000,20.0,36.0,"(reference:0.00225635,(AR:1e-06,EN:1e-06)100:0.00159753,((CH:0.00260261,(HE:1e-06,NI:1e-06)100:0.0135969)100:0.00434214,((DO:1e-06,DU:0.00420036)100:1e-06,((FLWO6:1e-06,(MXGT4:1e-06,(MXSA3017:1e-06,FLAB109:0.0014535)100:6.03041e-06)100:1e-06)100:1e-06,((CRL0001:1e-06,(CRL0030:1e-06,(CUVN10:1e-06,CUCA4:0.00378993)100:1e-06)100:0.000769219)100:0.00203286,((TXGR3:1e-06,(FLMO62:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:1e-06)100:0.00686591)100:1e-06,((HNDA09:1e-06,FLSF33:1e-06)100:0.00283671,((MXED8:0.00277806,TXWV2:1e-06)100:2.78788e-05,(LALC2:1e-06,(TXMD3:1e-06,(BZBB1:1e-06,(FLSF47:1e-06,(CUSV6:1e-06,(FLCK18:1e-06,(FLCK216:1e-06,(FLSA185:1e-06,(BJSL25:1e-06,(BJSB3:1e-06,(FLSF54:1e-06,BJVL19:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00625935)100:1e-06)100:0.00299456)100:1e-06)100:0.00377754)100:1e-06)100:0.00235537);"
16,320000,420000,13.0,34.0,"(reference:0.00716712,(AR:1e-06,FLWO6:1e-06)100:1e-06,((CRL0030:1e-06,(CUVN10:1e-06,CUCA4:1e-06)100:1e-06)100:0.0112778,((FLAB109:1e-06,(DO:1e-06,(EN:1e-06,(CH:1e-06,(MXGT4:1e-06,((NI:1e-06,HE:1e-06)100:0.0241388,(DU:1e-06,FLSF54:1e-06)100:1e-06)100:1e-06)100:0.000519172)100:1e-06)100:0.00546312)100:1e-06)100:1e-06,(TXGR3:1e-06,(TXWV2:1e-06,(CRL0001:1e-06,(TXMD3:1e-06,(MXED8:1e-06,(BZBB1:1e-06,(BJSL25:1e-06,(FLSF47:1e-06,(CUSV6:1e-06,(LALC2:1e-06,(FLCK18:1e-06,(FLCK216:1e-06,(FLSA185:1e-06,(BJSB3:1e-06,(BJVL19:1e-06,(FLSF33:1e-06,(FLMO62:1e-06,(SCCU3:1e-06,FLBA140:1e-06)100:1e-06)100:0.00347528)100:0.00385374)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00690004)100:0.00693099)100:2.40121e-06)100:6.64171e-05);"
17,340000,440000,5.0,25.0,"(reference:0.00407849,(LALC2:1e-06,(TXMD3:1e-06,(MXGT4:1e-06,(NI:1e-06,(FLWO6:1e-06,(MXED8:1e-06,(AR:1e-06,CH:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06,(((DU:0.00512158,DO:1e-06)100:1e-06,(FLAB109:1e-06,(TXGR3:1e-06,(BJVL19:1e-06,FLBA140:1e-06)100:0.0135072)100:1e-06)100:1e-06)100:0.0072452,(FLMO62:1e-06,(BZBB1:1e-06,(FLSF54:1e-06,(FLSF47:1e-06,(BJSL25:1e-06,(FLSA185:1e-06,(FLCK216:1e-06,(BJSB3:1e-06,(CUSV6:1e-06,FLCK18:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0171554)100:0.00145266);"
18,360000,460000,0.0,17.0,
19,380000,480000,1.0,26.0,
20,400000,500000,11.0,16.0,"(EN:1e-06,reference:1e-06,(AR:1e-06,(CRL0030:0.0198558,(FLCK18:0.00949276,((HNDA09:0.0107018,(FLSF54:0.00359685,(NI:1e-06,HE:1e-06)100:0.0283965)100:1e-06)100:1e-06,(CUCA4:1e-06,(SCCU3:1e-06,(FLCK216:1e-06,(FLSF33:1e-06,(DO:1e-06,(BJSL25:1e-06,DU:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0147014)100:1e-06)100:0.0177682)100:1e-06)100:1e-06);"
21,420000,520000,14.0,21.0,"(EN:1e-06,reference:1e-06,(AR:1e-06,(CRL0030:0.0221089,((FLCK18:1e-06,(BJSL25:1e-06,(SCCU3:1e-06,(DO:1e-06,(CUCA4:1e-06,FLSF33:1e-06)100:1e-06)100:1e-06)100:0.00509876)100:0.0174436)100:0.0143661,((NI:1e-06,HE:1e-06)100:0.0296816,((HNDA09:0.0107074,(DU:0.0104278,FLCK216:1e-06)100:1e-06)100:1e-06,(FLWO6:1e-06,(BZBB1:1e-06,(FLSF54:1e-06,(CRL0001:1e-06,(MXED8:1e-06,FLAB109:1e-06)100:1e-06)100:1e-06)100:0.00199251)100:1e-06)100:0.0034665)100:1e-06)100:0.00231311)100:0.0189681)100:1e-06)100:1e-06);"
22,440000,540000,21.0,25.0,"(EN:1e-06,reference:1e-06,(AR:1e-06,((BZBB1:1e-06,((SCCU3:1e-06,(BJSL25:0.00706872,DO:1e-06)100:1e-06)100:1e-06,(FLCK18:1e-06,(FLSF54:1e-06,(FLAB109:1e-06,(MXED8:1e-06,CRL0001:1e-06)100:1e-06)100:1e-06)100:0.00433404)100:1e-06)100:1e-06)100:0.013979,((HNDA09:0.00725076,(FLCK216:1e-06,(FLWO6:1e-06,DU:0.0108839)100:1e-06)100:1e-06)100:1e-06,(CUCA4:1e-06,(FLSF33:0.0365976,(CUVN10:1e-06,(CH:1e-06,(CUSV6:1e-06,(MXSA3017:1e-06,(CRL0030:1e-06,(NI:1e-06,HE:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0170976)100:1e-06)100:0.00509043)100:1e-06)100:0.0178036)100:1e-06);"
23,460000,560000,39.0,35.0,"(reference:0.00956062,(BZBB1:1e-06,(MXSA3017:1e-06,(CUSV6:1e-06,(CUCA4:1e-06,(HNDA09:1e-06,CRL0030:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00656053)100:1e-06,(((HE:1e-06,NI:1e-06)100:0.0126911,((TXGR3:1e-06,AR:1e-06)100:0.00214004,((TXMD3:1e-06,(DU:0.00376076,EN:0.0130025)100:0.000272455)100:0.00145465,(CUVN10:1e-06,(FLSA185:1e-06,(FLSF54:1e-06,(CRL0001:1e-06,MXED8:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00621324)100:1e-06)100:1e-06)100:1e-06,(BJSB3:1e-06,(MXGT4:0.00324294,(CH:1e-06,((DO:1e-06,(BJSL25:1e-06,(FLMO62:1e-06,BJVL19:1e-06)100:1e-06)100:0.00653641)100:1e-06,(FLSF47:1e-06,(FLCK216:1e-06,((FLAB109:0.00289189,FLWO6:1e-06)100:1e-06,(SCCU3:1e-06,((FLBA140:1e-06,LALC2:1e-06)100:1e-06,(FLCK18:1e-06,FLSF33:0.0121013)100:1e-06)100:1e-06)100:0.00215224)100:1e-06)100:0.000987343)100:0.00101016)100:0.0052513)100:1e-06)100:0.00208079)100:1.71398e-05)100:0.00193654);"
24,480000,580000,38.0,35.0,"(CUCA4:1e-06,reference:0.00781,(CRL0030:1e-06,(CUSV6:1e-06,(MXSA3017:1e-06,(BZBB1:1e-06,(HNDA09:0.00324453,(BJSB3:1e-06,(DU:0.00626347,((EN:0.0259907,(HE:1e-06,NI:1e-06)100:1e-06)100:0.0132625,((TXMD3:1e-06,(TXGR3:1e-06,AR:1e-06)100:0.00322567)100:1e-06,(CUVN10:1e-06,(FLSA185:1e-06,(CRL0001:1e-06,(CH:1e-06,(MXGT4:0.00334059,(FLSF54:1e-06,((BJSL25:1e-06,(BJVL19:1e-06,FLMO62:1e-06)100:0.00659878)100:1e-06,((DO:1e-06,MXED8:1e-06)100:1e-06,(FLSF47:1e-06,(FLCK18:1e-06,(FLAB109:1e-06,(FLWO6:1e-06,((FLCK216:1e-06,FLSF33:0.0176921)100:1e-06,(LALC2:1e-06,(FLBA140:1e-06,SCCU3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00236242)100:0.00155691)100:1e-06)100:0.000802793)100:1e-06)100:0.00660392)100:0.00325712)100:1e-06)100:0.00192751)100:1e-06)100:1e-06)100:1e-06)100:0.00192857)100:1e-06)100:1e-06)100:1e-06)100:0.00345706)100:1e-06)100:1e-06)100:1e-06)100:0.00260045);"
25,500000,600000,40.0,35.0,"(BZBB1:1e-06,reference:0.00649406,(DU:1e-06,(HNDA09:0.00233852,((CH:0.0041397,((CUSV6:0.00172791,(MXED8:1e-06,CUVN10:1e-06)100:0.00697932)100:1e-06,(FLSA185:1e-06,(CRL0001:1e-06,(FLCK18:1e-06,(FLSF54:1e-06,(MXGT4:0.00211049,(FLAB109:1e-06,(FLBA140:1e-06,(FLWO6:1e-06,(LALC2:1e-06,(FLCK216:0.00189873,SCCU3:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00390801)100:0.00125173)100:1e-06)100:1e-06)100:0.000443497)100:0.00070212)100:0.00130175)100:0.00566444,((HE:1e-06,NI:1e-06)100:0.00475781,((TXGR3:1e-06,AR:0.002307)100:0.00227993,((TXMD3:1e-06,(BJSB3:1e-06,(CUCA4:1e-06,(CRL0030:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00133806,(EN:0.022973,((BJVL19:1e-06,FLMO62:1e-06)100:0.00459861,(BJSL25:1e-06,(DO:0.00173509,(FLSF33:0.00357167,FLSF47:1e-06)100:0.0052954)100:1e-06)100:1e-06)100:0.00466055)100:0.0017821)100:0.00177703)100:0.00361556)100:0.00107334)100:1e-06)100:1e-06)100:0.00159317);"
26,520000,620000,37.0,35.0,"(BZBB1:1e-06,reference:0.00339544,(DU:1e-06,((FLCK18:1e-06,(CRL0001:1e-06,HNDA09:1e-06)100:0.00126083)100:1e-06,((HE:1e-06,NI:1e-06)100:0.00255053,(((FLSA185:1e-06,(CUVN10:4.45204e-05,CUSV6:0.0016399)100:1e-06)100:0.00250214,(CH:0.0034291,(MXGT4:0.00193872,(FLSF54:1e-06,(FLCK216:1e-06,(FLWO6:1e-06,(FLBA140:1e-06,((SCCU3:1e-06,FLSF33:1e-06)100:1e-06,(FLAB109:1e-06,LALC2:1e-06)100:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.00288607)100:0.0028557)100:1e-06)100:0.00166119)100:0.00640877,((TXGR3:1e-06,AR:0.00219376)100:0.0021734,((TXMD3:1e-06,(BJSB3:1e-06,(CUCA4:1e-06,(CRL0030:1e-06,MXSA3017:1e-06)100:1e-06)100:1e-06)100:1e-06)100:0.0012865,(EN:0.020778,((BJSL25:1e-06,(FLMO62:1e-06,BJVL19:1e-06)100:0.00439785)100:1e-06,(DO:0.00164513,(FLSF47:0.00192099,MXED8:1e-06)100:1e-06)100:1e-06)100:0.00558007)100:0.00217163)100:0.00125388)100:0.00255615)100:1e-06)100:1e-06)100:1e-06)100:0.00167932);"
